opportunity_id,sales_agent,product,account,deal_stage,engage_date,close_date,close_value,sector,year_established,revenue,employees,office_location,subsidiary_of,series,sales_price,manager,regional_office,deal_won
GIW1PN4L,Kary Hendrixson,GTXPro,Kan-code,Won,2017-02-27,2017-06-19,3893.0,software,1982.0,11698.03,34288.0,United States,Unknown,Unknown,1096.0,Summer Sewald,West,1
E57F5Z2K,Kary Hendrixson,GTXPro,Sonron,Won,2017-02-27,2017-03-15,4678.0,telecommunications,1999.0,1699.85,5108.0,United States,Unknown,Unknown,1096.0,Summer Sewald,West,1
38KKSE72,Lajuana Vencill,GTX Basic,Bioholding,Won,2017-02-27,2017-06-01,530.0,medical,2012.0,587.34,1356.0,Philipines,Unknown,GTX,550.0,Dustin Brinkmann,Central,1
0GJ586J0,Markita Hansen,MG Special,Sunnamplex,Lost,2017-02-27,2017-03-14,0.0,marketing,2008.0,894.37,1593.0,Poland,Unknown,MG,55.0,Celia Rouche,West,0
4V0S4BA3,Markita Hansen,GTK 500,Goodsilron,Won,2017-02-27,2017-06-27,29617.0,marketing,2000.0,2952.73,5107.0,United States,Unknown,GTK,26768.0,Celia Rouche,West,1
1LTD5TKV,Marty Freudenburg,GTX Plus Basic,Isdom,Won,2017-02-27,2017-05-09,1028.0,medical,2002.0,3178.24,4540.0,United States,Unknown,GTX,1096.0,Melvin Marxen,Central,1
VBM56CIF,Marty Freudenburg,MG Advanced,Domzoom,Won,2017-02-27,2017-06-28,2863.0,entertainment,1998.0,217.87,551.0,United States,Unknown,MG,3393.0,Melvin Marxen,Central,1
XRZVJPD5,Maureen Marcano,GTX Plus Basic,unknow,Engaging,2017-02-27,2017-08-02,472.0,Unknown,Unknown,1698.2,3492.0,Unknown,Unknown,GTX,1096.0,Summer Sewald,West,0
PDH2NPE1,Moses Frase,MG Advanced,Codehow,Won,2017-02-27,2017-06-28,4109.0,software,1998.0,2714.9,2641.0,United States,Acme Corporation,MG,3393.0,Dustin Brinkmann,Central,1
OV60VIBB,Niesha Huffines,GTX Basic,Betatech,Lost,2017-02-27,2017-05-08,0.0,medical,1986.0,647.18,1185.0,Kenya,Unknown,GTX,550.0,Melvin Marxen,Central,0
2OAIXF3A,Reed Clapper,GTX Plus Basic,Kan-code,Won,2017-02-27,2017-03-13,1106.0,software,1982.0,11698.03,34288.0,United States,Unknown,GTX,1096.0,Rocco Neubert,East,1
QDGUWTLU,Rosalina Dieter,MG Special,unknow,Engaging,2017-02-27,2017-08-02,472.0,Unknown,Unknown,1698.2,3492.0,Unknown,Unknown,MG,55.0,Celia Rouche,West,0
FBSEA94D,Rosie Papadopoulos,MG Special,Bubba Gump,Won,2017-02-27,2017-06-30,53.0,software,2002.0,987.39,2253.0,United States,Unknown,MG,55.0,Cara Losch,East,1
EOB01PRO,Versie Hillebrand,MG Special,Globex Corporation,Won,2017-02-27,2017-05-14,47.0,technolgy,2000.0,1223.72,2497.0,Norway,Unknown,MG,55.0,Dustin Brinkmann,Central,1
5QC9H4C2,Violet Mclelland,MG Advanced,Kan-code,Won,2017-02-27,2017-05-23,3749.0,software,1982.0,11698.03,34288.0,United States,Unknown,MG,3393.0,Cara Losch,East,1
3HGQ3BOY,Violet Mclelland,MG Advanced,Ontomedia,Won,2017-02-27,2017-05-27,4204.0,employment,1997.0,882.12,2769.0,United States,Unknown,MG,3393.0,Cara Losch,East,1
CO6ZPH1W,Cassey Cress,MG Advanced,Umbrella Corporation,Won,2017-02-28,2017-06-15,3986.0,finance,1998.0,2022.14,5113.0,United States,Unknown,MG,3393.0,Rocco Neubert,East,1
M3WTE943,Daniell Hammack,GTXPro,Donquadtech,Won,2017-02-28,2017-06-05,5105.0,technolgy,1992.0,1712.68,3194.0,United States,Acme Corporation,Unknown,1096.0,Rocco Neubert,East,1
X914SMX7,Darcel Schlecht,GTX Basic,Genco Pura Olive Oil Company,Won,2017-02-28,2017-06-22,516.0,retail,2007.0,894.33,1635.0,Italy,Unknown,GTX,550.0,Melvin Marxen,Central,1
1MCE2AOV,Darcel Schlecht,GTXPro,Rundofase,Won,2017-02-28,2017-06-02,4407.0,technolgy,1983.0,1008.06,1238.0,United States,Unknown,Unknown,1096.0,Melvin Marxen,Central,1
8061HKKB,Donn Cantrell,MG Advanced,Zathunicon,Won,2017-02-28,2017-06-19,3087.0,retail,2010.0,71.12,144.0,United States,Unknown,MG,3393.0,Rocco Neubert,East,1
T1HIH384,Gladys Colclough,GTX Plus Pro,Inity,Won,2017-02-28,2017-05-15,5331.0,marketing,1986.0,2403.58,8801.0,United States,Unknown,GTX,5482.0,Melvin Marxen,Central,1
FM2NX2GB,Hayden Neloms,MG Advanced,Condax,Won,2017-02-28,2017-05-05,4069.0,medical,2017.0,4.54,9.0,United States,Unknown,MG,3393.0,Celia Rouche,West,1
JSZZN48S,James Ascencio,GTX Plus Pro,unknow,Engaging,2017-02-28,2017-08-02,472.0,Unknown,Unknown,1698.2,3492.0,Unknown,Unknown,GTX,5482.0,Summer Sewald,West,0
SJ45HNHM,James Ascencio,GTX Basic,Hatfan,Won,2017-02-28,2017-06-29,463.0,services,1982.0,792.46,1299.0,United States,Unknown,GTX,550.0,Summer Sewald,West,1
NYGZJYCJ,James Ascencio,GTX Plus Pro,Faxquote,Won,2017-02-28,2017-05-26,5625.0,telecommunications,1995.0,1825.82,5595.0,United States,Sonron,GTX,5482.0,Summer Sewald,West,1
6MMFIIGE,Lajuana Vencill,GTX Basic,Rundofase,Won,2017-02-28,2017-06-15,524.0,technolgy,1983.0,1008.06,1238.0,United States,Unknown,GTX,550.0,Dustin Brinkmann,Central,1
IJ817GQJ,Markita Hansen,GTX Basic,Cheers,Lost,2017-02-28,2017-05-12,0.0,entertainment,1993.0,4269.9,6472.0,United States,Massive Dynamic,GTX,550.0,Celia Rouche,West,0
F2B62IW4,Maureen Marcano,MG Special,Bioplex,Engaging,2017-02-28,2017-08-02,472.0,medical,1991.0,326.82,1016.0,United States,Unknown,MG,55.0,Summer Sewald,West,0
PCRRS6JP,Moses Frase,MG Special,Genco Pura Olive Oil Company,Lost,2017-02-28,2017-05-28,0.0,retail,2007.0,894.33,1635.0,Italy,Unknown,MG,55.0,Dustin Brinkmann,Central,0
NKL5SWX3,Reed Clapper,GTX Plus Basic,Zencorporation,Won,2017-02-28,2017-06-01,1161.0,technolgy,2011.0,40.79,142.0,China,Unknown,GTX,1096.0,Rocco Neubert,East,1
WVG1CIHX,Reed Clapper,GTX Plus Pro,Mathtouch,Won,2017-02-28,2017-06-03,6046.0,marketing,1984.0,3027.46,9516.0,Jordan,Unknown,GTX,5482.0,Rocco Neubert,East,1
7GRNFO6D,Versie Hillebrand,MG Special,Dontechi,Won,2017-02-28,2017-05-18,49.0,software,1982.0,4618.0,10083.0,United States,Unknown,MG,55.0,Dustin Brinkmann,Central,1
G0QKNVIJ,Anna Snelling,MG Special,Conecom,Won,2017-03-01,2017-05-28,51.0,technolgy,2005.0,1520.66,1806.0,United States,Unknown,MG,55.0,Dustin Brinkmann,Central,1
6HRIX06M,Anna Snelling,MG Advanced,Hottechi,Won,2017-03-01,2017-06-26,3415.0,technolgy,1997.0,8170.38,16499.0,Korea,Unknown,MG,3393.0,Dustin Brinkmann,Central,1
DEHQTB8B,Boris Faz,MG Special,Kinnamplus,Engaging,2017-03-01,2017-08-02,472.0,retail,2004.0,702.72,1831.0,United States,Unknown,MG,55.0,Rocco Neubert,East,0
AM5YTMH3,Boris Faz,GTX Plus Basic,Kan-code,Won,2017-03-01,2017-03-10,1053.0,software,1982.0,11698.03,34288.0,United States,Unknown,GTX,1096.0,Rocco Neubert,East,1
2L5ZWLI7,Cassey Cress,GTX Plus Basic,Betasoloin,Lost,2017-03-01,2017-05-25,0.0,medical,1999.0,251.41,495.0,United States,Unknown,GTX,1096.0,Rocco Neubert,East,0
6B6Q8C5S,Cassey Cress,GTXPro,Donquadtech,Won,2017-03-01,2017-03-15,5068.0,technolgy,1992.0,1712.68,3194.0,United States,Acme Corporation,Unknown,1096.0,Rocco Neubert,East,1
DF4KYH5H,Cassey Cress,GTXPro,Massive Dynamic,Won,2017-03-01,2017-06-30,4256.0,entertainment,1989.0,665.06,1095.0,United States,Unknown,Unknown,1096.0,Rocco Neubert,East,1
KVR52YDI,Corliss Cosme,GTXPro,unknow,Engaging,2017-03-01,2017-08-02,472.0,Unknown,Unknown,1698.2,3492.0,Unknown,Unknown,Unknown,1096.0,Cara Losch,East,0
JTDV6H65,Darcel Schlecht,MG Advanced,Treequote,Lost,2017-03-01,2017-05-08,0.0,telecommunications,1988.0,5266.09,8595.0,United States,Sonron,MG,3393.0,Melvin Marxen,Central,0
O8JF46GT,Darcel Schlecht,GTX Basic,Genco Pura Olive Oil Company,Won,2017-03-01,2017-03-12,657.0,retail,2007.0,894.33,1635.0,Italy,Unknown,GTX,550.0,Melvin Marxen,Central,1
RK5Y67V6,Darcel Schlecht,MG Special,Stanredtax,Won,2017-03-01,2017-03-08,60.0,finance,1987.0,1698.2,3798.0,United States,Unknown,MG,55.0,Melvin Marxen,Central,1
COWOZH43,Donn Cantrell,GTX Basic,Opentech,Lost,2017-03-01,2017-05-29,0.0,finance,1994.0,355.23,853.0,United States,Unknown,GTX,550.0,Rocco Neubert,East,0
DGIYD342,Elease Gluck,GTX Plus Pro,Hottechi,Lost,2017-03-01,2017-05-10,0.0,technolgy,1997.0,8170.38,16499.0,Korea,Unknown,GTX,5482.0,Celia Rouche,West,0
JSSGVBVS,Garret Kinder,GTX Basic,Silis,Lost,2017-03-01,2017-05-05,0.0,medical,1994.0,2818.38,6290.0,United States,Unknown,GTX,550.0,Cara Losch,East,0
V28NVD6A,Garret Kinder,GTX Basic,Plussunin,Won,2017-03-01,2017-05-01,629.0,retail,2003.0,1419.98,4018.0,United States,Unknown,GTX,550.0,Cara Losch,East,1
I1IAVDQM,Gladys Colclough,MG Advanced,Hottechi,Lost,2017-03-01,2017-05-23,0.0,technolgy,1997.0,8170.38,16499.0,Korea,Unknown,MG,3393.0,Melvin Marxen,Central,0
4MC584U5,Gladys Colclough,MG Advanced,Treequote,Won,2017-03-01,2017-06-02,4082.0,telecommunications,1988.0,5266.09,8595.0,United States,Sonron,MG,3393.0,Melvin Marxen,Central,1
MCYLHUCZ,Lajuana Vencill,GTX Plus Basic,Rundofase,Won,2017-03-01,2017-05-31,1044.0,technolgy,1983.0,1008.06,1238.0,United States,Unknown,GTX,1096.0,Dustin Brinkmann,Central,1
5E4DTWHV,Marty Freudenburg,MG Advanced,Inity,Lost,2017-03-01,2017-06-11,0.0,marketing,1986.0,2403.58,8801.0,United States,Unknown,MG,3393.0,Melvin Marxen,Central,0
1VUBYV53,Maureen Marcano,GTX Plus Basic,Rantouch,Won,2017-03-01,2017-03-21,1025.0,telecommunications,1994.0,1188.42,3015.0,United States,Unknown,GTX,1096.0,Summer Sewald,West,1
W03CXYET,Moses Frase,GTX Basic,Streethex,Won,2017-03-01,2017-06-17,465.0,retail,1988.0,1376.8,1165.0,Belgium,Unknown,GTX,550.0,Dustin Brinkmann,Central,1
LZVFFQLN,Moses Frase,MG Special,Konmatfix,Won,2017-03-01,2017-06-14,50.0,marketing,1985.0,375.43,1190.0,United States,Unknown,MG,55.0,Dustin Brinkmann,Central,1
MFV0C5RN,Reed Clapper,GTX Plus Pro,Vehement Capital Partners,Won,2017-03-01,2017-03-09,5548.0,finance,1993.0,646.1,883.0,United States,Golddex,GTX,5482.0,Rocco Neubert,East,1
A1WZEK7U,Reed Clapper,MG Advanced,Kan-code,Won,2017-03-01,2017-06-03,3558.0,software,1982.0,11698.03,34288.0,United States,Unknown,MG,3393.0,Rocco Neubert,East,1
516FJUNB,Rosalina Dieter,MG Advanced,Singletechno,Won,2017-03-01,2017-03-07,3959.0,retail,1996.0,2214.94,5374.0,United States,Unknown,MG,3393.0,Celia Rouche,West,1
PE8DK02A,Versie Hillebrand,MG Special,Ron-tech,Won,2017-03-01,2017-03-17,49.0,medical,1992.0,3922.42,6837.0,United States,Unknown,MG,55.0,Dustin Brinkmann,Central,1
10NTPQUY,Versie Hillebrand,MG Special,Warephase,Won,2017-03-01,2017-06-16,50.0,services,1997.0,2041.73,5276.0,United States,Unknown,MG,55.0,Dustin Brinkmann,Central,1
X2EXSMPR,Vicki Laflamme,GTX Basic,Xx-holding,Won,2017-03-01,2017-03-08,523.0,finance,1993.0,7537.24,20293.0,United States,Unknown,GTX,550.0,Celia Rouche,West,1
JCFQVIEG,Vicki Laflamme,GTX Plus Basic,Zoomit,Won,2017-03-01,2017-06-01,1086.0,entertainment,1992.0,324.19,978.0,United States,Unknown,GTX,1096.0,Celia Rouche,West,1
XIWKGJOW,Vicki Laflamme,GTXPro,Goodsilron,Won,2017-03-01,2017-03-09,4445.0,marketing,2000.0,2952.73,5107.0,United States,Unknown,Unknown,1096.0,Celia Rouche,West,1
STT3X4NB,Violet Mclelland,GTX Basic,Xx-holding,Engaging,2017-03-01,2017-08-02,472.0,finance,1993.0,7537.24,20293.0,United States,Unknown,GTX,550.0,Cara Losch,East,0
DHGLWIDZ,Violet Mclelland,GTXPro,Umbrella Corporation,Won,2017-03-01,2017-06-24,4756.0,finance,1998.0,2022.14,5113.0,United States,Unknown,Unknown,1096.0,Cara Losch,East,1
74VGCEEW,Violet Mclelland,MG Special,Gekko & Co,Won,2017-03-01,2017-06-19,67.0,retail,1990.0,2520.83,3502.0,United States,Unknown,MG,55.0,Cara Losch,East,1
MXTAIS4Q,Wilburn Farren,MG Advanced,Iselectrics,Won,2017-03-01,2017-06-09,3783.0,technolgy,2011.0,527.11,1428.0,United States,Acme Corporation,MG,3393.0,Cara Losch,East,1
XRDF1NAB,Zane Levy,GTXPro,unknow,Engaging,2017-03-01,2017-08-02,472.0,Unknown,Unknown,1698.2,3492.0,Unknown,Unknown,Unknown,1096.0,Summer Sewald,West,0
YP8QKKEZ,Zane Levy,GTX Basic,Doncon,Lost,2017-03-01,2017-05-31,0.0,technolgy,2010.0,587.72,1501.0,United States,Unknown,GTX,550.0,Summer Sewald,West,0
3TSOEM5K,Zane Levy,GTX Plus Pro,Rantouch,Lost,2017-03-01,2017-06-27,0.0,telecommunications,1994.0,1188.42,3015.0,United States,Unknown,GTX,5482.0,Summer Sewald,West,0
G7RCJBVL,Anna Snelling,MG Advanced,Dontechi,Lost,2017-03-02,2017-05-31,0.0,software,1982.0,4618.0,10083.0,United States,Unknown,MG,3393.0,Dustin Brinkmann,Central,0
G20IQSA3,Anna Snelling,GTX Basic,Conecom,Won,2017-03-02,2017-03-12,522.0,technolgy,2005.0,1520.66,1806.0,United States,Unknown,GTX,550.0,Dustin Brinkmann,Central,1
Q16BQCEL,Boris Faz,GTX Plus Basic,Kinnamplus,Won,2017-03-02,2017-03-18,1001.0,retail,2004.0,702.72,1831.0,United States,Unknown,GTX,1096.0,Rocco Neubert,East,1
9924I5ZF,Cecily Lampkin,GTX Plus Pro,Betatech,Won,2017-03-02,2017-05-25,5728.0,medical,1986.0,647.18,1185.0,Kenya,Unknown,GTX,5482.0,Dustin Brinkmann,Central,1
SLLJT3T1,Darcel Schlecht,GTX Plus Pro,Codehow,Won,2017-03-02,2017-06-19,4856.0,software,1998.0,2714.9,2641.0,United States,Acme Corporation,GTX,5482.0,Melvin Marxen,Central,1
AAEUN73V,Darcel Schlecht,GTXPro,Cancity,Won,2017-03-02,2017-05-26,5570.0,retail,2001.0,718.62,2448.0,United States,Unknown,Unknown,1096.0,Melvin Marxen,Central,1
32LY2D1K,Darcel Schlecht,MG Advanced,Conecom,Won,2017-03-02,2017-05-26,3647.0,technolgy,2005.0,1520.66,1806.0,United States,Unknown,MG,3393.0,Melvin Marxen,Central,1
S2UWELRW,Donn Cantrell,GTX Basic,Mathtouch,Won,2017-03-02,2017-06-11,487.0,marketing,1984.0,3027.46,9516.0,Jordan,Unknown,GTX,550.0,Rocco Neubert,East,1
5VQRLIEZ,Donn Cantrell,GTX Plus Basic,Donquadtech,Won,2017-03-02,2017-06-12,1166.0,technolgy,1992.0,1712.68,3194.0,United States,Acme Corporation,GTX,1096.0,Rocco Neubert,East,1
WUNMIJW9,Elease Gluck,MG Advanced,unknow,Engaging,2017-03-02,2017-08-02,472.0,Unknown,Unknown,1698.2,3492.0,Unknown,Unknown,MG,3393.0,Celia Rouche,West,0
6U0CT07B,Jonathan Berthelot,GTX Basic,Scottech,Won,2017-03-02,2017-06-06,595.0,marketing,2012.0,45.39,100.0,United States,Inity,GTX,550.0,Melvin Marxen,Central,1
DFN1V29L,Kami Bicknell,MG Special,Condax,Won,2017-03-02,2017-06-04,49.0,medical,2017.0,4.54,9.0,United States,Unknown,MG,55.0,Summer Sewald,West,1
VBZ862OS,Kary Hendrixson,GTX Basic,Xx-holding,Won,2017-03-02,2017-03-19,599.0,finance,1993.0,7537.24,20293.0,United States,Unknown,GTX,550.0,Summer Sewald,West,1
VFKKSJT2,Kary Hendrixson,GTXPro,Kan-code,Won,2017-03-02,2017-05-15,4506.0,software,1982.0,11698.03,34288.0,United States,Unknown,Unknown,1096.0,Summer Sewald,West,1
FJMFXCTD,Kary Hendrixson,GTXPro,Sunnamplex,Won,2017-03-02,2017-05-06,4512.0,marketing,2008.0,894.37,1593.0,Poland,Unknown,Unknown,1096.0,Summer Sewald,West,1
LGLIB8TR,Lajuana Vencill,GTX Basic,Gogozoom,Lost,2017-03-02,2017-05-01,0.0,telecommunications,2007.0,86.68,187.0,United States,Sonron,GTX,550.0,Dustin Brinkmann,Central,0
JREGYB42,Maureen Marcano,GTX Plus Basic,Nam-zim,Won,2017-03-02,2017-05-06,1102.0,services,1987.0,405.59,1179.0,Brazil,Warephase,GTX,1096.0,Summer Sewald,West,1
4V9NMGEA,Rosalina Dieter,GTX Basic,unknow,Engaging,2017-03-02,2017-08-02,472.0,Unknown,Unknown,1698.2,3492.0,Unknown,Unknown,GTX,550.0,Celia Rouche,West,0
9PWM6RYC,Rosalina Dieter,GTX Basic,Rantouch,Lost,2017-03-02,2017-06-10,0.0,telecommunications,1994.0,1188.42,3015.0,United States,Unknown,GTX,550.0,Celia Rouche,West,0
EMUA57Q2,Versie Hillebrand,MG Special,Condax,Won,2017-03-02,2017-05-12,54.0,medical,2017.0,4.54,9.0,United States,Unknown,MG,55.0,Dustin Brinkmann,Central,1
DB3N4CHN,Versie Hillebrand,MG Special,Hottechi,Won,2017-03-02,2017-03-17,62.0,technolgy,1997.0,8170.38,16499.0,Korea,Unknown,MG,55.0,Dustin Brinkmann,Central,1
4CXUC4VR,Vicki Laflamme,GTX Basic,Rantouch,Engaging,2017-03-02,2017-08-02,472.0,telecommunications,1994.0,1188.42,3015.0,United States,Unknown,GTX,550.0,Celia Rouche,West,0
79EHWR35,Vicki Laflamme,GTX Basic,unknow,Engaging,2017-03-02,2017-08-02,472.0,Unknown,Unknown,1698.2,3492.0,Unknown,Unknown,GTX,550.0,Celia Rouche,West,0
L0GMLGRR,Vicki Laflamme,MG Special,unknow,Engaging,2017-03-02,2017-08-02,472.0,Unknown,Unknown,1698.2,3492.0,Unknown,Unknown,MG,55.0,Celia Rouche,West,0
OF7GY5F4,Violet Mclelland,MG Special,The New York Inquirer,Won,2017-03-02,2017-03-09,61.0,medical,1996.0,439.21,792.0,United States,Unknown,MG,55.0,Cara Losch,East,1
D3ZC338T,Zane Levy,GTX Basic,unknow,Engaging,2017-03-02,2017-08-02,472.0,Unknown,Unknown,1698.2,3492.0,Unknown,Unknown,GTX,550.0,Summer Sewald,West,0
CVFJUYPM,Zane Levy,GTXPro,Singletechno,Lost,2017-03-02,2017-05-23,0.0,retail,1996.0,2214.94,5374.0,United States,Unknown,Unknown,1096.0,Summer Sewald,West,0
L5807I4N,Zane Levy,GTXPro,Labdrill,Won,2017-03-02,2017-03-16,4277.0,medical,1985.0,2741.37,9226.0,United States,Unknown,Unknown,1096.0,Summer Sewald,West,1
Q1ZKBGV5,Anna Snelling,MG Special,Globex Corporation,Won,2017-03-03,2017-05-23,46.0,technolgy,2000.0,1223.72,2497.0,Norway,Unknown,MG,55.0,Dustin Brinkmann,Central,1
9JKODCAU,Anna Snelling,MG Special,Rundofase,Won,2017-03-03,2017-06-22,54.0,technolgy,1983.0,1008.06,1238.0,United States,Unknown,MG,55.0,Dustin Brinkmann,Central,1
LELWKXDX,Boris Faz,GTX Plus Pro,Donquadtech,Won,2017-03-03,2017-06-08,6173.0,technolgy,1992.0,1712.68,3194.0,United States,Acme Corporation,GTX,5482.0,Rocco Neubert,East,1
QRQ8C6MQ,Cassey Cress,GTXPro,Globex Corporation,Engaging,2017-03-03,2017-08-02,472.0,technolgy,2000.0,1223.72,2497.0,Norway,Unknown,Unknown,1096.0,Rocco Neubert,East,0
DA95Q0VE,Cassey Cress,MG Advanced,Ganjaflex,Lost,2017-03-03,2017-03-21,0.0,retail,1995.0,5158.71,17479.0,Japan,Unknown,MG,3393.0,Rocco Neubert,East,0
5HMZH1Z9,Daniell Hammack,GTXPro,Sumace,Lost,2017-03-03,2017-06-11,0.0,retail,2000.0,167.89,493.0,Romania,Unknown,Unknown,1096.0,Rocco Neubert,East,0
05QMFSF0,Darcel Schlecht,GTXPro,Toughzap,Lost,2017-03-03,2017-05-16,0.0,retail,1995.0,332.43,799.0,United States,Unknown,Unknown,1096.0,Melvin Marxen,Central,0
JE245P8R,Darcel Schlecht,GTX Plus Basic,Konmatfix,Won,2017-03-03,2017-05-28,1149.0,marketing,1985.0,375.43,1190.0,United States,Unknown,GTX,1096.0,Melvin Marxen,Central,1
SFQMEZIW,Garret Kinder,GTX Basic,Silis,Lost,2017-03-03,2017-05-04,0.0,medical,1994.0,2818.38,6290.0,United States,Unknown,GTX,550.0,Cara Losch,East,0
B8RR21XP,Jonathan Berthelot,GTX Plus Basic,Dontechi,Lost,2017-03-03,2017-03-16,0.0,software,1982.0,4618.0,10083.0,United States,Unknown,GTX,1096.0,Melvin Marxen,Central,0
ZG8WPG99,Kary Hendrixson,GTXPro,unknow,Engaging,2017-03-03,2017-08-02,472.0,Unknown,Unknown,1698.2,3492.0,Unknown,Unknown,Unknown,1096.0,Summer Sewald,West,0
U85VV1BU,Kary Hendrixson,GTX Basic,Goodsilron,Won,2017-03-03,2017-05-22,568.0,marketing,2000.0,2952.73,5107.0,United States,Unknown,GTX,550.0,Summer Sewald,West,1
V6HB68BL,Kary Hendrixson,GTX Basic,J-Texon,Won,2017-03-03,2017-05-30,567.0,retail,1989.0,1388.67,3583.0,United States,Unknown,GTX,550.0,Summer Sewald,West,1
H9JPB7GW,Lajuana Vencill,GTX Basic,Genco Pura Olive Oil Company,Won,2017-03-03,2017-03-09,542.0,retail,2007.0,894.33,1635.0,Italy,Unknown,GTX,550.0,Dustin Brinkmann,Central,1
8LFNU39A,Marty Freudenburg,GTX Basic,Conecom,Lost,2017-03-03,2017-05-28,0.0,technolgy,2005.0,1520.66,1806.0,United States,Unknown,GTX,550.0,Melvin Marxen,Central,0
SWPTTVQZ,Marty Freudenburg,GTX Plus Basic,Funholding,Won,2017-03-03,2017-03-16,1062.0,finance,1991.0,2819.5,7227.0,United States,Golddex,GTX,1096.0,Melvin Marxen,Central,1
GKJLM1UR,Maureen Marcano,GTX Plus Basic,Fasehatice,Won,2017-03-03,2017-03-13,1057.0,retail,1990.0,4968.91,7523.0,United States,Unknown,GTX,1096.0,Summer Sewald,West,1
8L1ZHTPL,Moses Frase,GTX Plus Basic,Globex Corporation,Won,2017-03-03,2017-06-01,1020.0,technolgy,2000.0,1223.72,2497.0,Norway,Unknown,GTX,1096.0,Dustin Brinkmann,Central,1
U7M26UZV,Vicki Laflamme,MG Special,unknow,Engaging,2017-03-03,2017-08-02,472.0,Unknown,Unknown,1698.2,3492.0,Unknown,Unknown,MG,55.0,Celia Rouche,West,0
TV300INP,Wilburn Farren,GTX Plus Pro,unknow,Engaging,2017-03-03,2017-08-02,472.0,Unknown,Unknown,1698.2,3492.0,Unknown,Unknown,GTX,5482.0,Cara Losch,East,0
KBQ16F1I,Zane Levy,GTX Basic,unknow,Engaging,2017-03-03,2017-08-02,472.0,Unknown,Unknown,1698.2,3492.0,Unknown,Unknown,GTX,550.0,Summer Sewald,West,0
4XX690SP,Zane Levy,GTX Basic,Green-Plus,Won,2017-03-03,2017-05-11,535.0,services,2003.0,692.19,1922.0,United States,Unknown,GTX,550.0,Summer Sewald,West,1
JSDGELLK,Anna Snelling,GTX Basic,Codehow,Won,2017-03-04,2017-06-13,522.0,software,1998.0,2714.9,2641.0,United States,Acme Corporation,GTX,550.0,Dustin Brinkmann,Central,1
LV1754PS,Anna Snelling,GTX Basic,Rangreen,Won,2017-03-04,2017-05-14,544.0,technolgy,1987.0,2938.67,8775.0,Panama,Unknown,GTX,550.0,Dustin Brinkmann,Central,1
JIYYV11P,Anna Snelling,MG Advanced,Genco Pura Olive Oil Company,Won,2017-03-04,2017-06-07,3081.0,retail,2007.0,894.33,1635.0,Italy,Unknown,MG,3393.0,Dustin Brinkmann,Central,1
FYN7C0CV,Cassey Cress,MG Advanced,unknow,Engaging,2017-03-04,2017-08-02,472.0,Unknown,Unknown,1698.2,3492.0,Unknown,Unknown,MG,3393.0,Rocco Neubert,East,0
6TB7XA83,Cecily Lampkin,MG Special,dambase,Won,2017-03-04,2017-05-18,51.0,marketing,1995.0,2173.98,2928.0,United States,Inity,MG,55.0,Dustin Brinkmann,Central,1
U5UM9W8V,Corliss Cosme,GTX Plus Basic,Zencorporation,Lost,2017-03-04,2017-05-09,0.0,technolgy,2011.0,40.79,142.0,China,Unknown,GTX,1096.0,Cara Losch,East,0
5JDWBOLS,Daniell Hammack,GTX Basic,unknow,Engaging,2017-03-04,2017-08-02,472.0,Unknown,Unknown,1698.2,3492.0,Unknown,Unknown,GTX,550.0,Rocco Neubert,East,0
POB32WHJ,Daniell Hammack,GTX Plus Basic,Acme Corporation,Lost,2017-03-04,2017-05-06,0.0,technolgy,1996.0,1100.04,2822.0,United States,Unknown,GTX,1096.0,Rocco Neubert,East,0
4T8KR12S,Darcel Schlecht,GTX Plus Basic,Streethex,Won,2017-03-04,2017-03-20,1076.0,retail,1988.0,1376.8,1165.0,Belgium,Unknown,GTX,1096.0,Melvin Marxen,Central,1
JA0D4V57,James Ascencio,MG Advanced,Y-corporation,Won,2017-03-04,2017-05-09,3685.0,employment,1983.0,2871.35,9561.0,United States,Unknown,MG,3393.0,Summer Sewald,West,1
6CKB8I8U,Jonathan Berthelot,GTX Plus Basic,Hottechi,Lost,2017-03-04,2017-05-13,0.0,technolgy,1997.0,8170.38,16499.0,Korea,Unknown,GTX,1096.0,Melvin Marxen,Central,0
HKBAON9X,Kami Bicknell,GTXPro,Golddex,Won,2017-03-04,2017-05-18,3997.0,finance,2008.0,52.5,165.0,United States,Unknown,Unknown,1096.0,Summer Sewald,West,1
7S1N6QHI,Kami Bicknell,MG Special,Y-corporation,Won,2017-03-04,2017-03-18,51.0,employment,1983.0,2871.35,9561.0,United States,Unknown,MG,55.0,Summer Sewald,West,1
CHI2T3IH,Kami Bicknell,MG Advanced,Sunnamplex,Won,2017-03-04,2017-03-21,3164.0,marketing,2008.0,894.37,1593.0,Poland,Unknown,MG,3393.0,Summer Sewald,West,1
X7HK448T,Lajuana Vencill,GTX Basic,Funholding,Won,2017-03-04,2017-06-22,496.0,finance,1991.0,2819.5,7227.0,United States,Golddex,GTX,550.0,Dustin Brinkmann,Central,1
1YYN3PBU,Markita Hansen,MG Advanced,Faxquote,Lost,2017-03-04,2017-05-13,0.0,telecommunications,1995.0,1825.82,5595.0,United States,Sonron,MG,3393.0,Celia Rouche,West,0
